Section	Difficulty	Title	Slug	Source	Link
Dynamic Programming	Medium	Best Time to Buy and Sell Stock with Cooldown	best-time-to-buy-and-sell-stock-with-cooldown	algomaster	https://algomaster.io/learn/dsa/best-time-to-buy-and-sell-stock-with-cooldown
Dynamic Programming	Medium	Best Time to Buy and Sell Stock with Transaction Fee	best-time-to-buy-and-sell-stock-with-transaction-fee	algomaster	https://algomaster.io/learn/dsa/best-time-to-buy-and-sell-stock-with-transaction-fee
Dynamic Programming	Hard	Best Time to Buy and Sell Stock III	best-time-to-buy-and-sell-stock-iii	algomaster	https://algomaster.io/learn/dsa/best-time-to-buy-and-sell-stock-iii
Dynamic Programming	Hard	Best Time to Buy and Sell Stock IV	best-time-to-buy-and-sell-stock-iv	algomaster	https://algomaster.io/learn/dsa/best-time-to-buy-and-sell-stock-iv
Maths / Geometry	Easy	Palindrome Number	palindrome-number	algomaster	https://algomaster.io/learn/dsa/palindrome-number
Maths / Geometry	Easy	Plus One	plus-one	algomaster	https://algomaster.io/learn/dsa/plus-one
Maths / Geometry	Easy	Roman to Integer	roman-to-integer	algomaster	https://algomaster.io/learn/dsa/roman-to-integer
Maths / Geometry	Easy	Excel Sheet Column Title	excel-sheet-column-title	algomaster	https://algomaster.io/learn/dsa/excel-sheet-column-title
Maths / Geometry	Easy	Greatest Common Divisor of Strings	greatest-common-divisor-of-strings	algomaster	https://algomaster.io/learn/dsa/greatest-common-divisor-of-strings
Maths / Geometry	Easy	Ugly Number	ugly-number	algomaster	https://algomaster.io/learn/dsa/ugly-number
Maths / Geometry	Medium	Ugly Number II	ugly-number-ii	algomaster	https://algomaster.io/learn/dsa/ugly-number-ii
Maths / Geometry	Medium	Count Primes	count-primes	algomaster	https://algomaster.io/learn/dsa/count-primes
Maths / Geometry	Medium	Count Good Numbers	count-good-numbers	algomaster	https://algomaster.io/learn/dsa/count-good-numbers
Maths / Geometry	Medium	Reverse Integer	reverse-integer	algomaster	https://algomaster.io/learn/dsa/reverse-integer
Maths / Geometry	Medium	Factorial Trailing Zeroes	factorial-trailing-zeroes	algomaster	https://algomaster.io/learn/dsa/factorial-trailing-zeroes
Maths / Geometry	Medium	Multiply Strings	multiply-strings	algomaster	https://algomaster.io/learn/dsa/multiply-strings
Maths / Geometry	Medium	Find the Duplicate Number	find-the-duplicate-number	algomaster	https://algomaster.io/learn/dsa/find-the-duplicate-number
Maths / Geometry	Medium	Valid Square	valid-square	algomaster	https://algomaster.io/learn/dsa/valid-square
Maths / Geometry	Medium	Minimum Area Rectangle II	minimum-area-rectangle-ii	algomaster	https://algomaster.io/learn/dsa/minimum-area-rectangle-ii
Maths / Geometry	Medium	Valid Triangle Number	valid-triangle-number	algomaster	https://algomaster.io/learn/dsa/valid-triangle-number
Maths / Geometry	Medium	Minimum Area Rectangle	minimum-area-rectangle	algomaster	https://algomaster.io/learn/dsa/minimum-area-rectangle
Maths / Geometry	Hard	Max Points on a Line	max-points-on-a-line	algomaster	https://algomaster.io/learn/dsa/max-points-on-a-line
Advanced Topics		Introduction to Pattern Matching	introduction-to-pattern-matching	algomaster	https://algomaster.io/learn/dsa/introduction-to-pattern-matching
Advanced Topics		Brute Force Pattern Matching	brute-force-pattern-matching	algomaster	https://algomaster.io/learn/dsa/brute-force-pattern-matching
Advanced Topics		KMP Algorithm	kmp-algorithm	algomaster	https://algomaster.io/learn/dsa/kmp-algorithm
Advanced Topics		Rabin-Karp Algorithm	rabin-karp-algorithm	algomaster	https://algomaster.io/learn/dsa/rabin-karp-algorithm
Advanced Topics		Z-Algorithm	z-algorithm	algomaster	https://algomaster.io/learn/dsa/z-algorithm
Advanced Topics		Suffix Arrays	suffix-array	algomaster	https://algomaster.io/learn/dsa/suffix-array
Advanced Topics	Easy	Repeated Substring Pattern	repeated-substring-pattern	algomaster	https://algomaster.io/learn/dsa/repeated-substring-pattern
Advanced Topics	Medium	Repeated String Match	repeated-string-match	algomaster	https://algomaster.io/learn/dsa/repeated-string-match
Advanced Topics	Medium	Number of Distinct Substrings in a String	number-of-distinct-substrings-in-a-string	algomaster	https://algomaster.io/learn/dsa/number-of-distinct-substrings-in-a-string
Advanced Topics	Hard	Shortest Palindrome	shortest-palindrome	algomaster	https://algomaster.io/learn/dsa/shortest-palindrome
Advanced Topics	Hard	Longest Happy Prefix	longest-happy-prefix	algomaster	https://algomaster.io/learn/dsa/longest-happy-prefix
Advanced Topics	Hard	Longest Duplicate Substring	longest-duplicate-substring	algomaster	https://algomaster.io/learn/dsa/longest-duplicate-substring
Advanced Topics		Fenwick Tree (Binary Indexed Tree)	fenwick-tree	algomaster	https://algomaster.io/learn/dsa/fenwick-tree
Advanced Topics		Segment Tree	segment-tree	algomaster	https://algomaster.io/learn/dsa/segment-tree
Advanced Topics		Segment Tree with Lazy Propagation	segment-tree-with-lazy-propagation	algomaster	https://algomaster.io/learn/dsa/segment-tree-with-lazy-propagation
Advanced Topics	Medium	Range Sum Query - Mutable	range-sum-query-mutable	algomaster	https://algomaster.io/learn/dsa/range-sum-query-mutable
Advanced Topics	Medium	Range Sum Query 2D - Mutable	range-sum-query-2d-mutable	algomaster	https://algomaster.io/learn/dsa/range-sum-query-2d-mutable
Advanced Topics	Hard	Count of Smaller Numbers After Self	count-of-smaller-numbers-after-self	algomaster	https://algomaster.io/learn/dsa/count-of-smaller-numbers-after-self
Advanced Topics	Hard	Falling Squares	falling-squares	algomaster	https://algomaster.io/learn/dsa/falling-squares
Advanced Topics	Hard	Block Placement Queries	block-placement-queries	algomaster	https://algomaster.io/learn/dsa/block-placement-queries
Advanced Topics	Hard	Longest Balanced Subarray II	longest-balanced-subarray-ii	algomaster	https://algomaster.io/learn/dsa/longest-balanced-subarray-ii
Advanced Topics	Hard	Number of Pairs Satisfying Inequality	number-of-pairs-satisfying-inequality	algomaster	https://algomaster.io/learn/dsa/number-of-pairs-satisfying-inequality
Advanced Topics	Hard	Minimum Interval to Include Each Query	minimum-interval-to-include-each-query	algomaster	https://algomaster.io/learn/dsa/minimum-interval-to-include-each-query
Advanced Topics	Hard	The Skyline Problem	the-skyline-problem	algomaster	https://algomaster.io/learn/dsa/the-skyline-problem
Advanced Topics	Hard	Rectangle Area II	rectangle-area-ii	algomaster	https://algomaster.io/learn/dsa/rectangle-area-ii
Advanced Topics	Hard	Perfect Rectangle	perfect-rectangle	algomaster	https://algomaster.io/learn/dsa/perfect-rectangle
